Date,Tenant,Industry_Type,Number_of_Floors,Number_of_Employees,Day_of_Week,Acquired_Area,Base_Electricity_Reading,Electricity_Reading,Month
2015-10-05,Cerner Health Care Solutions,Healthcare,3,246,0,297737.37737389834,67.268015374167,58.645719404550114,10
2015-10-06,L and T,Manufacturing,6,423,1,380607.76996919076,250.15434567963558,227.5366902256496,10
2015-10-07,Stylus Commercial Services,IT Services,5,195,2,336825.669668257,137.60123021325762,128.4804545569854,10
2015-10-08,Justdial,Electronics,7,182,3,28154.41451350742,115.20033160667954,96.43460572300307,10
2015-10-09,Colt Technologies,Technology,5,268,4,470980.6193328473,194.46796565279598,179.0886062662476,10
2015-10-10,ANZ,Finance,9,0,5,235720.71443058396,0.0,6.602822401171561,10
2015-10-11,Cognizant,IT Services,1,0,6,98532.73588121487,0.0,1.5695941277239824,10
2015-10-12,Mavenir,Biotechnology,10,427,0,287955.1965214351,102.32729074795859,97.93663718330718,10
2015-10-13,TCS,Telecommunications,1,69,1,363434.6900430807,53.773581000940325,53.466166552582585,10
2015-10-14,Data Craft India,Consulting,6,488,2,16705.69527864351,138.8857653823941,125.68689821826509,10
2015-10-15,Alcatel Lucent Technologies,Telecommunications,1,351,3,290068.3522488535,101.61810266922518,89.18454359600959,10
2015-10-16,Via.com,Software,6,261,4,30517.733222274303,186.99011095741892,170.5662666938452,10
2015-10-17,ANZ,Finance,7,0,5,235720.71443058396,0.0,0.0,10
2015-10-18,IBM,Engineering,1,0,6,29641.598150655183,0.0,0.0,10
2015-10-19,Nvidia Graphics,Semiconductors,3,463,0,31350.27225087647,61.312560943390864,59.373004099557946,10
2015-10-20,Cognizant,IT Services,9,419,1,98532.73588121487,195.314902251702,176.29076997782317,10
2015-10-21,Software Software Software,Travel,2,416,2,132242.80313614343,104.28629250267122,84.31658023050909,10
2015-10-22,Nvidia Graphics,Semiconductors,5,242,3,31350.27225087647,84.75292125054247,68.03015739257701,10
2015-10-23,Jurimatrix,Consulting,9,355,4,226349.06235300525,222.16611402114575,200.6254986296724,10
2015-10-24,Philips,Technology,5,0,5,67038.4916708522,0.0,1.8238289766300584,10
2015-10-25,Jurimatrix,Consulting,1,0,6,226349.06235300525,0.0,0.0,10
2015-10-26,Justdial,Electronics,8,373,0,28154.41451350742,91.12859484779155,80.11437228098707,10
2015-10-27,TP Vision,Software,8,53,1,311951.2495387996,120.28057252008975,111.37559658102,10
2015-10-28,Netscout System Software,Software,10,79,2,484544.04893449426,168.01227751990078,147.19515190523327,10
2015-10-29,Via.com,Software,3,304,3,30517.733222274303,115.95234367292161,110.28293373040438,10
2015-10-30,Data Craft India,Consulting,8,417,4,16705.69527864351,200.42890470352486,184.19370057839654,10
2015-10-31,L and T,Manufacturing,1,0,5,380607.76996919076,0.0,8.309411584888217,10
2015-11-01,Alcatel Lucent Technologies,Telecommunications,7,0,6,290068.3522488535,0.0,0.0,11
2015-11-02,Justdial,Electronics,7,255,0,28154.41451350742,68.93153302669616,125.22663832999945,11
2015-11-03,L and T,Manufacturing,7,207,1,380607.76996919076,187.5587255541404,340.00797540279126,11
2015-11-04,Colt Technologies,Technology,9,427,2,470980.6193328473,184.10515688671617,328.4163528212975,11
2015-11-05,Cognizant,IT Services,7,219,3,98532.73588121487,124.88205303102744,227.4817675273118,11
2015-11-06,Software Software Software,Travel,8,199,4,132242.80313614343,135.96589200618044,237.7831527775901,11
2015-11-07,Cognizant,IT Services,5,0,5,98532.73588121487,0.0,4.61361537674433,11
2015-11-08,Colt Technologies,Technology,7,0,6,470980.6193328473,0.0,5.657409706877522,11
2015-11-09,Philips,Technology,9,233,0,67038.4916708522,50.98153009771116,88.69636678521628,11
2015-11-10,Nokia Siemens Network India,Technology,1,406,1,94389.6278951662,99.19897748215897,177.02772526402975,11
2015-11-11,Novell,Software,7,388,2,154033.50645799877,188.23024365874855,334.0667501675612,11
2015-11-12,Jurimatrix,Consulting,9,294,3,226349.06235300525,135.8391843377458,240.94214813890457,11
2015-11-13,Alcatel Lucent Technologies,Telecommunications,4,154,4,290068.3522488535,116.08126059588645,205.45189120436456,11
2015-11-14,Andritz,Engineering,6,0,5,105823.38138647184,0.0,4.302675223919861,11
2015-11-15,Alcatel Lucent Technologies,Telecommunications,8,0,6,290068.3522488535,0.0,0.0,11
2015-11-16,L and T,Manufacturing,6,211,0,380607.76996919076,90.33824229896706,161.9338251597533,11
2015-11-17,Nokia Siemens Network India,Technology,9,205,1,94389.6278951662,98.99153278684064,185.52014322851323,11
2015-11-18,Netscout System Software,Software,1,411,2,484544.04893449426,199.48119762218397,349.9781037706339,11
2015-11-19,Stylus Commercial Services,IT Services,2,250,3,336825.669668257,131.96660227560366,235.7615953130047,11
2015-11-20,Data Craft India,Consulting,10,60,4,16705.69527864351,102.03377629520085,179.98600385647134,11
2015-11-21,Northern Operation Services,Outsourcing,10,0,5,90706.62617261536,0.0,0.0,11
2015-11-22,Stylus Commercial Services,IT Services,8,0,6,336825.669668257,0.0,5.901362953070539,11
2015-11-23,Mavenir,Biotechnology,1,111,0,287955.1965214351,34.89662709534911,60.22682055771953,11
2015-11-24,Mavenir,Biotechnology,7,156,1,287955.1965214351,118.40315959646105,211.78205803723708,11
2015-11-25,Justdial,Electronics,4,381,2,28154.41451350742,153.6959353243834,286.41621345566176,11
2015-11-26,Alcatel Lucent Technologies,Telecommunications,10,323,3,290068.3522488535,140.03931790455118,246.01988571805205,11
2015-11-27,Fidelity,Finance,3,453,4,266099.3903756254,241.10872769183666,434.65237482167385,11
2015-11-28,Northern Operation Services,Outsourcing,6,0,5,90706.62617261536,0.0,1.5322503532716845,11
2015-11-29,TCS,Telecommunications,3,0,6,363434.6900430807,0.0,0.0,11
2015-11-30,Nokia Siemens Network India,Technology,8,170,0,94389.6278951662,43.2724255338706,76.39848003533041,11
2015-12-01,Philips,Technology,6,259,1,67038.4916708522,91.79827012482446,170.4114205510199,12
2015-12-02,Via.com,Software,5,397,2,30517.733222274303,158.00893782830946,288.18449567889786,12
2015-12-03,Fidelity,Finance,3,139,3,266099.3903756254,84.8639687133165,156.9797187747587,12
2015-12-04,Jurimatrix,Consulting,7,440,4,226349.06235300525,233.3837996703032,434.7642171134305,12
2015-12-05,Target Operation,Consulting,6,0,5,82255.70289564463,0.0,0.0,12
2015-12-06,Cerner Health Care Solutions,Healthcare,5,0,6,297737.37737389834,0.0,4.400381297748883,12
2015-12-07,Monsanto Holdings,Telecommunications,6,303,0,386333.2702978652,63.01144001762312,120.17297488063856,12
2015-12-08,Justdial,Electronics,9,453,1,28154.41451350742,214.8542734888001,402.0747878874788,12
2015-12-09,Stylus Commercial Services,IT Services,5,316,2,336825.669668257,171.6907292360641,307.7520044044665,12
2015-12-10,Target Operation,Consulting,9,100,3,82255.70289564463,78.67211703616974,141.89724485799445,12
2015-12-11,Andritz,Engineering,10,356,4,105823.38138647184,309.55500707443014,555.8917479752613,12
2015-12-12,Novell,Software,6,0,5,154033.50645799877,0.0,0.0,12
2015-12-13,Nokia Siemens Network India,Technology,7,0,6,94389.6278951662,0.0,0.0,12
2015-12-14,ANZ,Finance,4,326,0,235720.71443058396,66.4950135083024,125.20337718717367,12
2015-12-15,ANZ,Finance,9,468,1,235720.71443058396,198.27946527470016,362.64387512779746,12
2015-12-16,Philips,Technology,7,381,2,67038.4916708522,122.29264033661806,218.93988170442938,12
2015-12-17,Data Craft India,Consulting,7,287,3,16705.69527864351,101.06757552436544,185.8432893708766,12
2015-12-18,Andritz,Engineering,10,82,4,105823.38138647184,180.8305161655537,332.38708874435724,12
2015-12-19,TCS,Telecommunications,10,0,5,363434.6900430807,0.0,2.9502693287645143,12
2015-12-20,Nokia Siemens Network India,Technology,8,0,6,94389.6278951662,0.0,0.0,12
2015-12-21,Nokia Siemens Network India,Technology,6,444,0,94389.6278951662,66.50623140952288,121.71344814579462,12
2015-12-22,Netscout System Software,Software,1,355,1,484544.04893449426,183.01148242846568,341.54503392942786,12
2015-12-23,Target Operation,Consulting,10,258,2,82255.70289564463,117.99443944537002,207.62531488186258,12
2015-12-24,Cognizant,IT Services,9,411,3,98532.73588121487,193.06105107664044,349.07489103626796,12
2015-12-25,Justdial,Electronics,10,494,4,28154.41451350742,351.03469305563925,627.5445767925746,12
2015-12-26,Cognizant,IT Services,9,0,5,98532.73588121487,0.0,0.0,12
2015-12-27,Stylus Commercial Services,IT Services,5,0,6,336825.669668257,0.0,9.69974557085334,12
2015-12-28,Netscout System Software,Software,8,169,0,484544.04893449426,89.88817990056407,158.70020286617316,12
2015-12-29,ANZ,Finance,10,58,1,235720.71443058396,104.13551872276493,187.4512045904421,12
2015-12-30,Stylus Commercial Services,IT Services,3,210,2,336825.669668257,127.74063132236317,227.43510680238887,12
2015-12-31,Target Operation,Consulting,2,85,3,82255.70289564463,37.84566207579784,61.18109540477961,12
2016-01-01,Netscout System Software,Software,5,76,4,484544.04893449426,194.4533979983247,349.3181900449474,1
2016-01-02,TP Vision,Software,9,0,5,311951.2495387996,0.0,9.124887609315898,1
2016-01-03,Northern Operation Services,Outsourcing,9,0,6,90706.62617261536,0.0,0.0,1
2016-01-04,Cerner Health Care Solutions,Healthcare,6,191,0,297737.37737389834,70.1312840700296,129.5611500421219,1
2016-01-05,Mavenir,Biotechnology,7,161,1,287955.1965214351,119.64956742737805,211.21049171262584,1
2016-01-06,Nvidia Graphics,Semiconductors,4,254,2,31350.27225087647,81.8737481027582,148.98456205169842,1
2016-01-07,Justdial,Electronics,6,60,3,28154.41451350742,69.56441429617574,130.31178906657294,1
2016-01-08,Justdial,Electronics,9,76,4,28154.41451350742,145.89942776203577,260.7017981320294,1
2016-01-09,Nokia Siemens Network India,Technology,7,0,5,94389.6278951662,0.0,1.75660164939169,1
2016-01-10,TP Vision,Software,7,0,6,311951.2495387996,0.0,0.0,1
2016-01-11,Northern Operation Services,Outsourcing,7,274,0,90706.62617261536,46.42672419818372,76.19951260144062,1
2016-01-12,Novell,Software,1,490,1,154033.50645799877,174.1133449212757,314.6168845873847,1
2016-01-13,Alcatel Lucent Technologies,Telecommunications,8,263,2,290068.3522488535,118.58584746858233,218.04319276306896,1
2016-01-14,Via.com,Software,8,439,3,30517.733222274303,192.41887850089952,337.3805959876241,1
2016-01-15,Stylus Commercial Services,IT Services,6,461,4,336825.669668257,327.52914623646666,591.8857863080789,1
2016-01-16,Nvidia Graphics,Semiconductors,5,0,5,31350.27225087647,0.0,2.2256255372974927,1
2016-01-17,Fidelity,Finance,10,0,6,266099.3903756254,0.0,3.7964985963933806,1
2016-01-18,Colt Technologies,Technology,1,318,0,470980.6193328473,60.00237301667705,113.89835418747703,1
2016-01-19,Monsanto Holdings,Telecommunications,5,248,1,386333.2702978652,110.42035608181436,193.89608822227157,1
2016-01-20,Nvidia Graphics,Semiconductors,6,391,2,31350.27225087647,123.28954645934732,219.32492559219122,1
2016-01-21,Northern Operation Services,Outsourcing,6,129,3,90706.62617261536,60.922669721426914,115.39879439251702,1
2016-01-22,TP Vision,Software,9,438,4,311951.2495387996,359.2660585914727,649.4033234551134,1
2016-01-23,Target Operation,Consulting,2,0,5,82255.70289564463,0.0,6.26882254187501,1
2016-01-24,Cerner Health Care Solutions,Healthcare,6,0,6,297737.37737389834,0.0,4.011121174709266,1
2016-01-25,Target Operation,Consulting,5,472,0,82255.70289564463,68.55920522656159,117.21622625653434,1
2016-01-26,Netscout System Software,Software,6,196,1,484544.04893449426,173.0120124894224,315.2199195942377,1
2016-01-27,TP Vision,Software,1,125,2,311951.2495387996,89.98806064592927,149.3069867692768,1
2016-01-28,Netscout System Software,Software,8,311,3,484544.04893449426,221.5388518994853,407.0178673653862,1
2016-01-29,Netscout System Software,Software,4,263,4,484544.04893449426,265.51912905498017,476.39507743111255,1
2016-01-30,TCS,Telecommunications,3,0,5,363434.6900430807,0.0,0.0,1
2016-01-31,Target Operation,Consulting,7,0,6,82255.70289564463,0.0,0.0,1
2016-02-01,Netscout System Software,Software,4,363,0,484544.04893449426,103.71097658100624,199.95256295529208,2
2016-02-02,Nokia Siemens Network India,Technology,4,276,1,94389.6278951662,87.78951923965116,182.40920961413147,2
2016-02-03,Novell,Software,6,465,2,154033.50645799877,203.52355062434415,404.15290034799415,2
2016-02-04,Andritz,Engineering,6,462,3,105823.38138647184,209.42447608783448,411.2640459889323,2
2016-02-05,Alcatel Lucent Technologies,Telecommunications,8,104,4,290068.3522488535,130.6265386123351,263.1366167790139,2
2016-02-06,Colt Technologies,Technology,8,0,5,470980.6193328473,0.0,0.0,2
2016-02-07,Nvidia Graphics,Semiconductors,9,0,6,31350.27225087647,0.0,0.0,2
2016-02-08,L and T,Manufacturing,5,110,0,380607.76996919076,69.69151943034824,135.7624028464198,2
2016-02-09,Philips,Technology,4,153,1,67038.4916708522,59.436897655165915,113.84396607124344,2
2016-02-10,Novell,Software,4,374,2,154033.50645799877,162.05516058301765,328.3430479239038,2
2016-02-11,Cerner Health Care Solutions,Healthcare,8,58,3,297737.37737389834,116.49743796439978,232.85232887483735,2
2016-02-12,TCS,Telecommunications,2,395,4,363434.6900430807,182.31556042137748,361.6657110023625,2
2016-02-13,TP Vision,Software,3,0,5,311951.2495387996,0.0,1.491591740687999,2
2016-02-14,Netscout System Software,Software,10,0,6,484544.04893449426,0.0,12.785635713650741,2
2016-02-15,TP Vision,Software,5,297,0,311951.2495387996,84.9919100791377,174.655455442607,2
2016-02-16,IBM,Engineering,4,421,1,29641.598150655183,168.7652536328864,334.0284904163358,2
2016-02-17,Colt Technologies,Technology,1,55,2,470980.6193328473,65.44679116463492,133.7574146597757,2
2016-02-18,Philips,Technology,9,187,3,67038.4916708522,92.42060421077942,185.5562683701947,2
2016-02-19,Northern Operation Services,Outsourcing,5,251,4,90706.62617261536,118.04678202248432,242.475813758278,2
2016-02-20,Software Software Software,Travel,2,0,5,132242.80313614343,0.0,0.0,2
2016-02-21,Software Software Software,Travel,4,0,6,132242.80313614343,0.0,0.0,2
2016-02-22,Andritz,Engineering,4,446,0,105823.38138647184,94.31836498132581,188.1987094765495,2
2016-02-23,Philips,Technology,3,180,1,67038.4916708522,59.85178704580257,111.46679512765864,2
2016-02-24,TCS,Telecommunications,1,226,2,363434.6900430807,84.39353425955038,180.8726300109749,2
2016-02-25,Stylus Commercial Services,IT Services,10,338,3,336825.669668257,213.10524457782074,425.21873643954615,2
2016-02-26,Stylus Commercial Services,IT Services,5,167,4,336825.669668257,193.4772125501703,380.596697732316,2
2016-02-27,Nokia Siemens Network India,Technology,1,0,5,94389.6278951662,0.0,0.0,2
2016-02-28,Jurimatrix,Consulting,10,0,6,226349.06235300525,0.0,0.0,2
2016-02-29,Andritz,Engineering,2,297,0,105823.38138647184,62.979262868360806,120.38107603227743,2
2016-03-01,Northern Operation Services,Outsourcing,2,95,1,90706.62617261536,35.75370300117969,69.97936324557773,3
2016-03-02,Cognizant,IT Services,8,275,2,98532.73588121487,147.70229617852598,301.02768934613255,3
2016-03-03,Andritz,Engineering,4,199,3,105823.38138647184,110.84016491840681,218.809908901434,3
2016-03-04,Cerner Health Care Solutions,Healthcare,9,383,4,297737.37737389834,323.24349628593365,650.0785541998478,3
2016-03-05,Northern Operation Services,Outsourcing,4,0,5,90706.62617261536,0.0,0.0,3
2016-03-06,Fidelity,Finance,3,0,6,266099.3903756254,0.0,7.409554103480996,3
2016-03-07,TCS,Telecommunications,8,186,0,363434.6900430807,55.36139671548334,108.6621792101115,3
2016-03-08,Alcatel Lucent Technologies,Telecommunications,6,69,1,290068.3522488535,70.9981494106151,147.26685576718342,3
2016-03-09,L and T,Manufacturing,2,293,2,380607.76996919076,174.7774209211859,346.1593896066783,3
2016-03-10,Novell,Software,6,395,3,154033.50645799877,182.93640663219622,366.97219630470903,3
2016-03-11,Colt Technologies,Technology,8,151,4,470980.6193328473,181.47229263796072,357.2702691509156,3
2016-03-12,Alcatel Lucent Technologies,Telecommunications,9,0,5,290068.3522488535,0.0,0.0,3
2016-03-13,Netscout System Software,Software,1,0,6,484544.04893449426,0.0,9.46595682211745,3
2016-03-14,TP Vision,Software,9,229,0,311951.2495387996,89.69754299162865,178.44836506732506,3
2016-03-15,Cognizant,IT Services,6,86,1,98532.73588121487,80.3684923235611,168.79618422980764,3
2016-03-16,Mavenir,Biotechnology,9,471,2,287955.1965214351,209.39093125340176,423.24482092195194,3
2016-03-17,Data Craft India,Consulting,8,340,3,16705.69527864351,117.82790966599177,236.3423700802195,3
2016-03-18,L and T,Manufacturing,9,149,4,380607.76996919076,275.84859140037224,556.8892168933866,3
2016-03-19,Target Operation,Consulting,10,0,5,82255.70289564463,0.0,0.0,3
2016-03-20,Alcatel Lucent Technologies,Telecommunications,6,0,6,290068.3522488535,0.0,0.0,3
2016-03-21,Via.com,Software,8,236,0,30517.733222274303,66.3580804618353,133.82430202224737,3
2016-03-22,Philips,Technology,8,407,1,67038.4916708522,132.87231979785258,269.6951815594215,3
2016-03-23,Colt Technologies,Technology,9,381,2,470980.6193328473,174.5627009020733,349.0209747183325,3
2016-03-24,Netscout System Software,Software,5,121,3,484544.04893449426,143.60180678635396,288.98870685741844,3
2016-03-25,TP Vision,Software,10,470,4,311951.2495387996,384.27066766696254,769.6477646225316,3
2016-03-26,Fidelity,Finance,1,0,5,266099.3903756254,0.0,2.2361564643957816,3
2016-03-27,Nokia Siemens Network India,Technology,7,0,6,94389.6278951662,0.0,2.0467588896878812,3
2016-03-28,Mavenir,Biotechnology,1,296,0,287955.1965214351,57.95517196731353,115.28118970714394,3
2016-03-29,Northern Operation Services,Outsourcing,8,115,1,90706.62617261536,67.6844816761202,135.77677942814012,3
2016-03-30,Netscout System Software,Software,9,276,2,484544.04893449426,218.59783132917846,435.9522555741601,3
2016-03-31,TP Vision,Software,8,286,3,311951.2495387996,188.80635180823919,384.44494605842516,3
